Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Review Rating Missing Flag,purchase_frequency_annual,purchase_count,repeat_purchase_ratio,estimated_total_spend,avg_order_value_proxy,promo_used_flag,organic_customer_flag,discount_dependency_score,low_promo_dependency_flag,satisfaction_flag,rating_segment,subscription_flag,engagement_score,purchase_count_percentile,frequency_percentile,behavioral_loyalty_score,behavioral_loyalty_flag,spend_percentile,aov_percentile,rating_percentile,value_quality_loyalty_score,value_quality_loyalty_flag,loyalty_classification,age_group,spending_tier,loyalty_tier,customer_archetype,ideal_candidate_flag,dashboard_segment,purchase_history_band,promo_dependency_band,retention_proxy_score
398,22,Male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3.0,Yes,Free Shipping,Yes,Yes,26,Cash,Annually,0,1,27,0.9629629629629628,1242,46,1,0,100,0,0,Average,1,60.0,0.5138461538461538,0.0734615384615384,44.95349002849003,0,0.4719230769230769,0.3392307692307692,0.1952564102564102,31.262820512820515,0,Not Loyal by Either Definition,18-25,Medium,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,28.04
399,20,Male,Boots,Footwear,67,Montana,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,Debit Card,Every 3 Months,0,4,26,0.9615384615384616,1742,67,1,0,100,0,1,Excellent,1,100.0,0.4938461538461538,0.2938461538461538,51.73846153846154,0,0.6353846153846154,0.5874358974358974,0.8444871794871794,56.99102564102564,0,Not Loyal by Either Definition,18-25,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,52.53
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,10,Debit Card,Monthly,0,12,11,0.9090909090909092,385,35,1,0,100,0,0,Good,1,60.0,0.1914102564102564,0.5117948717948718,44.70810023310023,0,0.1307692307692307,0.2011538461538461,0.3985897435897436,18.231410256410257,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,24.68
401,39,Male,Boots,Footwear,66,Utah,M,Green,Winter,4.8,Yes,Free Shipping,Yes,Yes,14,PayPal,Fortnightly,0,26,15,0.9333333333333332,990,66,1,0,100,0,1,Excellent,1,100.0,0.2719230769230769,0.7223076923076923,56.18397435897435,0,0.3779487179487179,0.5746153846153846,0.9226923076923076,47.937179487179485,0,Not Loyal by Either Definition,36-45,Medium,Silver,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,52.27
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Yes,Standard,Yes,Yes,21,Cash,Quarterly,0,4,22,0.9545454545454546,2002,91,1,0,100,0,1,Excellent,1,100.0,0.4126923076923077,0.2938461538461538,47.94667832167832,0,0.6964102564102564,0.8794871794871795,0.9226923076923076,68.2974358974359,0,Not Loyal by Either Definition,36-45,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,53.65
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3.0,Yes,Express,Yes,Yes,26,PayPal,Monthly,0,12,27,0.9629629629629628,2106,78,1,0,100,0,0,Average,1,60.0,0.5138461538461538,0.5117948717948718,60.29515669515671,0,0.7170512820512821,0.7192307692307692,0.1952564102564102,50.56794871794872,0,Not Loyal by Either Definition,26-35,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,39.77
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,0,1,13,0.9230769230769232,585,45,1,0,100,0,1,Excellent,1,100.0,0.2323076923076923,0.0734615384615384,31.48653846153846,0,0.2219230769230769,0.3266666666666666,0.8048717948717948,33.14102564102564,0,Not Loyal by Either Definition,18-25,Low,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,37.45
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,Yes,11,Credit Card,Monthly,0,12,12,0.9166666666666666,1116,93,1,0,100,0,1,Excellent,1,100.0,0.2116666666666666,0.5117948717948718,45.77115384615384,0,0.4261538461538461,0.9016666666666666,0.9226923076923076,58.04166666666667,0,Not Loyal by Either Definition,26-35,Medium,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,50.11
406,41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Standard,Yes,Yes,15,Cash,Annually,0,1,16,0.9375,1184,74,1,0,100,0,0,Good,1,60.0,0.293076923076923,0.0734615384615384,34.50961538461538,0,0.4487179487179487,0.6730769230769231,0.5167948717948718,45.11153846153847,0,Not Loyal by Either Definition,36-45,Medium,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,26.81
407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Express,Yes,Yes,13,Cash,Monthly,0,12,14,0.9285714285714286,770,55,1,0,100,0,1,Excellent,1,100.0,0.2512820512820513,0.5117948717948718,47.79194139194139,0,0.2894871794871795,0.4428205128205128,0.8444871794871794,39.5397435897436,0,Not Loyal by Either Definition,46-60,Medium,Silver,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,46.39
408,45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly,0,26,6,0.8333333333333334,456,76,1,0,100,0,0,Good,1,60.0,0.0976923076923076,0.7223076923076923,46.34358974358974,0,0.1612820512820512,0.6952564102564103,0.236025641025641,28.55320512820513,0,Not Loyal by Either Definition,36-45,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,27.99
409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Express,Yes,Yes,36,Cash,Fortnightly,0,26,37,0.972972972972973,2442,66,1,0,100,0,0,Good,1,60.0,0.7151282051282051,0.7223076923076923,76.92099792099792,0,0.7814102564102564,0.5746153846153846,0.3557692307692308,52.73717948717949,0,Not Loyal by Either Definition,26-35,Premium,Elite,Discount Hunter,0,Discount Hunter,Established,Promo Used,47.8
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly,0,12,33,0.9696969696969696,1683,51,1,0,100,0,0,Good,1,60.0,0.6382051282051282,0.5117948717948718,66.02599067599067,0,0.6191025641025641,0.3961538461538461,0.3137179487179487,40.94230769230769,0,Not Loyal by Either Definition,26-35,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,39.95
411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly,0,4,2,0.5,52,26,1,0,100,0,1,Excellent,1,100.0,0.0107692307692307,0.2938461538461538,20.76923076923077,0,0.0016666666666666,0.0848717948717948,0.9226923076923076,20.642307692307693,0,Not Loyal by Either Definition,26-35,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,29.51
412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Express,Yes,Yes,15,PayPal,Annually,0,1,16,0.9375,464,29,1,0,100,0,0,Average,1,60.0,0.293076923076923,0.0734615384615384,34.50961538461538,0,0.1644871794871794,0.1219230769230769,0.1144871794871794,11.917307692307691,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,18.51
413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly,0,52,4,0.75,296,74,1,0,100,0,0,Good,1,60.0,0.0515384615384615,0.931025641025641,49.9051282051282,0,0.095,0.6730769230769231,0.236025641025641,25.3474358974359,0,Not Loyal by Either Definition,18-25,Low,Silver,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,28.79
414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Free Shipping,Yes,Yes,48,Cash,Monthly,0,12,49,0.979591836734694,4851,99,1,0,100,0,1,Excellent,1,100.0,0.953974358974359,0.5117948717948718,80.43350340136055,1,0.9964102564102564,0.9842307692307692,0.8444871794871794,81.35192307692309,0,Behaviorally Loyal Only,60+,Premium,Elite,Discount Loyalist,1,Discount Loyalist,Established,Promo Used,71.53
415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Store Pickup,Yes,Yes,30,Debit Card,Weekly,0,52,31,0.967741935483871,2728,88,1,0,100,0,0,Average,1,60.0,0.5924358974358974,0.931025641025641,78.60035153019025,0,0.8282051282051283,0.8392307692307692,0.0373076923076923,54.85512820512821,0,Not Loyal by Either Definition,26-35,Premium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,49.08
416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Express,Yes,Yes,40,Bank Transfer,Monthly,0,12,41,0.975609756097561,1271,31,1,0,100,0,0,Average,1,60.0,0.7934615384615384,0.5117948717948718,73.13078486554096,1,0.4819230769230769,0.148076923076923,0.0373076923076923,23.725,0,Behaviorally Loyal Only,60+,Medium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,38.84
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly,0,26,25,0.96,1375,55,1,0,100,0,0,Good,1,60.0,0.472051282051282,0.7223076923076923,65.72307692307693,0,0.5155128205128205,0.4428205128205128,0.5167948717948718,42.02692307692308,0,Not Loyal by Either Definition,36-45,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,40.08
418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,0,4,49,0.979591836734694,3969,81,1,0,100,0,1,Excellent,1,100.0,0.953974358974359,0.2938461538461538,72.80529827315542,0,0.9582051282051282,0.7560256410256411,0.8048717948717948,73.32628205128205,0,Not Loyal by Either Definition,18-25,Premium,Elite,Discount Hunter,0,Discount Hunter,Established,Promo Used,66.09
419,18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,3.0,Yes,Standard,Yes,Yes,27,Venmo,Bi-Weekly,0,26,28,0.9642857142857144,2044,73,1,0,100,0,0,Average,1,60.0,0.5337179487179488,0.7223076923076923,68.58379120879121,0,0.7029487179487179,0.661025641025641,0.1952564102564102,48.54871794871795,0,Not Loyal by Either Definition,Teen,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,43.0
420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.8,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months,1,4,15,0.9333333333333332,1365,91,1,0,100,0,0,Good,1,60.0,0.2719230769230769,0.2938461538461538,41.18782051282052,0,0.5130769230769231,0.8794871794871795,0.5167948717948718,52.84615384615384,0,Not Loyal by Either Definition,46-60,High,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,31.75
421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly,0,26,19,0.9473684210526316,1026,54,1,0,100,0,0,Good,1,60.0,0.3483333333333333,0.7223076923076923,59.90313765182186,0,0.3901282051282051,0.432948717948718,0.5167948717948718,36.76474358974359,0,Not Loyal by Either Definition,26-35,Medium,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,36.15
422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Standard,Yes,Yes,48,Cash,Bi-Weekly,0,26,49,0.979591836734694,1960,40,1,0,100,0,0,Good,1,60.0,0.953974358974359,0.7223076923076923,87.80145211930926,1,0.6866666666666666,0.266025641025641,0.3985897435897436,42.08910256410257,0,Behaviorally Loyal Only,36-45,High,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,50.03
423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually,0,1,33,0.9696969696969696,1947,59,1,0,100,0,0,Good,1,60.0,0.6382051282051282,0.0734615384615384,50.68432400932401,0,0.6843589743589743,0.4906410256410256,0.236025641025641,44.36089743589744,0,Not Loyal by Either Definition,46-60,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,33.9
424,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly,0,26,22,0.9545454545454546,572,26,1,0,100,0,0,Average,1,60.0,0.4126923076923077,0.7223076923076923,62.942832167832165,0,0.2142307692307692,0.0848717948717948,0.1952564102564102,14.596153846153848,0,Not Loyal by Either Definition,46-60,Low,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,31.97
425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly,0,26,43,0.9767441860465116,989,23,1,0,100,0,1,Excellent,1,100.0,0.8325641025641025,0.7223076923076923,82.28103756708407,1,0.3757692307692307,0.0438461538461538,0.7276923076923076,30.680769230769236,0,Behaviorally Loyal Only,60+,Medium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,59.7
426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,0,4,5,0.8,435,87,1,0,100,0,0,Good,1,60.0,0.0748717948717948,0.2938461538461538,29.65384615384616,0,0.1519230769230769,0.8276923076923077,0.3137179487179487,33.04358974358974,0,Not Loyal by Either Definition,36-45,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,21.61
427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,Yes,19,Credit Card,Quarterly,0,4,20,0.95,1420,71,1,0,100,0,1,Excellent,1,100.0,0.3691025641025641,0.2938461538461538,45.89423076923077,0,0.5335897435897435,0.6358974358974359,0.8852564102564102,54.94615384615385,0,Not Loyal by Either Definition,36-45,High,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,49.39
428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Store Pickup,Yes,Yes,6,Credit Card,Quarterly,0,4,7,0.8571428571428571,637,91,1,0,100,0,1,Excellent,1,100.0,0.12,0.2938461538461538,32.82747252747253,0,0.2398717948717948,0.8794871794871795,0.8048717948717948,47.67948717948718,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,41.69
429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,0,26,3,0.6666666666666666,192,64,1,0,100,0,0,Average,1,60.0,0.0306410256410256,0.7223076923076923,39.99294871794872,0,0.0511538461538461,0.5507692307692308,0.1532051282051282,18.879487179487175,0,Not Loyal by Either Definition,18-25,Low,Bronze,Discount Hunter,0,Discount Hunter,New / Trial,Promo Used,22.72
430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly,0,26,22,0.9545454545454546,2068,94,1,0,100,0,1,Excellent,1,100.0,0.4126923076923077,0.7223076923076923,62.942832167832165,0,0.7069230769230769,0.9155128205128203,0.6465384615384615,64.09551282051282,0,Not Loyal by Either Definition,36-45,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,59.35
431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,Store Pickup,Yes,Yes,40,Debit Card,Annually,0,1,41,0.975609756097561,1640,40,1,0,100,0,0,Good,1,60.0,0.7934615384615384,0.0734615384615384,57.78911819887429,0,0.6035897435897436,0.266025641025641,0.3985897435897436,38.76602564102564,0,Not Loyal by Either Definition,18-25,High,Silver,Discount Hunter,0,Discount Hunter,Established,Promo Used,35.7
432,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,Yes,33,Cash,Fortnightly,0,26,34,0.9705882352941176,2584,76,1,0,100,0,0,Good,1,60.0,0.6591025641025641,0.7223076923076923,74.35214932126696,0,0.806923076923077,0.6952564102564103,0.3557692307692308,56.77371794871795,0,Not Loyal by Either Definition,36-45,Premium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,47.65
433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly,0,52,27,0.9629629629629628,2322,86,1,0,100,0,0,Good,1,60.0,0.5138461538461538,0.931025641025641,74.96823361823361,0,0.757948717948718,0.8184615384615385,0.3137179487179487,57.05384615384615,0,Not Loyal by Either Definition,46-60,Premium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,48.0
434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly,0,26,24,0.9583333333333334,2208,92,1,0,100,0,0,Good,1,60.0,0.451025641025641,0.7223076923076923,64.74358974358975,0,0.7383333333333333,0.8908974358974359,0.2755128205128205,57.31602564102564,0,Not Loyal by Either Definition,46-60,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,43.46
435,50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4.0,Yes,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months,0,4,40,0.975,2080,52,1,0,100,0,1,Good,1,100.0,0.7725641025641026,0.2938461538461538,64.55,0,0.7111538461538461,0.4096153846153846,0.6043589743589743,50.77371794871796,0,Not Loyal by Either Definition,46-60,High,Gold,Discount Hunter,0,Discount Hunter,Established,Promo Used,56.74
436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly,0,12,43,0.9767441860465116,1204,28,1,0,100,0,0,Good,1,60.0,0.8325641025641025,0.5117948717948718,74.91308884913536,1,0.4584615384615385,0.1082051282051282,0.4369230769230769,29.78205128205128,0,Behaviorally Loyal Only,46-60,Medium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,41.16
437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly,0,52,42,0.9761904761904762,1932,46,1,0,100,0,1,Excellent,1,100.0,0.8129487179487179,0.931025641025641,88.69239926739925,1,0.6814102564102564,0.3392307692307692,0.8444871794871794,52.62692307692307,0,Behaviorally Loyal Only,36-45,High,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,68.07
438,45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,Yes,41,PayPal,Annually,0,1,42,0.9761904761904762,2100,50,1,0,100,0,0,Average,1,60.0,0.8129487179487179,0.0734615384615384,58.67765567765567,0,0.7152564102564103,0.3821794871794872,0.0373076923076923,38.91089743589744,0,Not Loyal by Either Definition,36-45,High,Silver,Discount Hunter,0,Discount Hunter,Established,Promo Used,36.13
439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,0,26,13,0.9230769230769232,299,23,1,0,100,0,1,Excellent,1,100.0,0.2323076923076923,0.7223076923076923,54.19615384615384,0,0.0962820512820512,0.0438461538461538,0.7276923076923076,19.50128205128205,0,Not Loyal by Either Definition,46-60,Low,Silver,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,44.26
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,Yes,31,Cash,Monthly,0,12,32,0.96875,1600,50,1,0,100,0,0,Good,1,60.0,0.6153846153846154,0.5117948717948718,64.98012820512821,0,0.5892307692307692,0.3821794871794872,0.3557692307692308,40.239102564102566,0,Not Loyal by Either Definition,60+,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,39.3
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly,0,26,35,0.9714285714285714,3115,89,1,0,100,0,0,Good,1,60.0,0.6797435897435897,0.7223076923076923,75.29780219780218,0,0.88,0.8519230769230769,0.3985897435897436,64.46987179487179,0,Not Loyal by Either Definition,18-25,Premium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,50.0
442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Standard,Yes,Yes,32,Credit Card,Annually,0,1,33,0.9696969696969696,2673,81,1,0,100,0,1,Excellent,1,100.0,0.6382051282051282,0.0734615384615384,50.68432400932401,0,0.8198717948717948,0.7560256410256411,0.6871794871794872,65.43910256410257,0,Not Loyal by Either Definition,36-45,Premium,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,54.17
443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.8,Yes,Store Pickup,Yes,Yes,31,Credit Card,Quarterly,1,4,32,0.96875,2208,69,1,0,100,0,0,Good,1,60.0,0.6153846153846154,0.2938461538461538,57.351923076923086,0,0.7383333333333333,0.6134615384615385,0.5167948717948718,55.20576923076923,0,Not Loyal by Either Definition,26-35,High,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,39.61
444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,Yes,24,PayPal,Annually,0,1,25,0.96,1675,67,1,0,100,0,0,Good,1,60.0,0.472051282051282,0.0734615384615384,43.01346153846154,0,0.6146153846153846,0.5874358974358974,0.4369230769230769,48.00897435897436,0,Not Loyal by Either Definition,18-25,High,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,31.36
445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,Store Pickup,Yes,Yes,31,Debit Card,Annually,0,1,32,0.96875,640,20,1,0,100,0,1,Excellent,1,100.0,0.6153846153846154,0.0734615384615384,49.63846153846154,0,0.2408974358974359,0.0067948717948717,0.7276923076923076,24.359615384615385,0,Not Loyal by Either Definition,46-60,Low,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,43.43
446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,Yes,18,Venmo,Annually,0,1,19,0.9473684210526316,551,29,1,0,100,0,1,Excellent,1,100.0,0.3483333333333333,0.0734615384615384,37.19352226720648,0,0.2043589743589743,0.1219230769230769,0.9619230769230768,30.46089743589744,0,Not Loyal by Either Definition,36-45,Low,Bronze,Discount Hunter,0,Discount Hunter,Growing,Promo Used,39.35
447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,Yes,15,Venmo,Monthly,0,12,16,0.9375,1184,74,1,0,100,0,1,Excellent,1,100.0,0.293076923076923,0.5117948717948718,49.851282051282055,0,0.4487179487179487,0.6730769230769231,0.6465384615384615,47.70641025641026,0,Not Loyal by Either Definition,18-25,Medium,Silver,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,49.36
448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months,0,4,8,0.875,656,82,1,0,100,0,0,Good,1,60.0,0.1394871794871794,0.2938461538461538,34.06153846153847,0,0.2471794871794871,0.7694871794871795,0.4369230769230769,37.86282051282052,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,24.79
449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,Yes,35,Bank Transfer,Fortnightly,0,26,36,0.9722222222222222,828,23,1,0,100,0,0,Good,1,60.0,0.6979487179487179,0.7223076923076923,76.13290598290598,0,0.3121794871794872,0.0438461538461538,0.3557692307692308,20.69871794871795,0,Not Loyal by Either Definition,26-35,Medium,Elite,Discount Hunter,0,Discount Hunter,Growing,Promo Used,39.43
450,26,Male,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,35,Bank Transfer,Monthly,0,12,36,0.9722222222222222,1620,45,1,0,100,0,0,Average,1,60.0,0.6979487179487179,0.5117948717948718,68.76495726495726,0,0.5955128205128205,0.3266666666666666,0.1532051282051282,35.05128205128205,0,Not Loyal by Either Definition,26-35,High,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,39.71
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,Yes,19,Credit Card,Monthly,0,12,20,0.95,420,21,1,0,100,0,0,Average,1,60.0,0.3691025641025641,0.5117948717948718,53.52243589743591,0,0.1457692307692307,0.0193589743589743,0.0773076923076923,7.860897435897438,0,Not Loyal by Either Definition,18-25,Low,Silver,Discount Hunter,0,Discount Hunter,Growing,Promo Used,26.05
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,Yes,26,Credit Card,Fortnightly,0,26,27,0.9629629629629628,837,31,1,0,100,0,1,Excellent,1,100.0,0.5138461538461538,0.7223076923076923,67.66310541310541,0,0.3146153846153846,0.148076923076923,0.7276923076923076,30.840384615384615,0,Not Loyal by Either Definition,60+,Medium,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,53.16
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.8,Yes,Express,Yes,Yes,39,PayPal,Fortnightly,1,26,40,0.975,1800,45,1,0,100,0,0,Good,1,60.0,0.7725641025641026,0.7223076923076923,79.54615384615384,1,0.6515384615384615,0.3266666666666666,0.5167948717948718,44.56410256410257,0,Behaviorally Loyal Only,36-45,High,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,46.94
454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Weekly,0,52,23,0.9565217391304348,1288,56,1,0,100,0,0,Average,1,60.0,0.4333333333333333,0.931025641025641,71.21633221850612,0,0.4857692307692308,0.4547435897435897,0.1144871794871794,33.08910256410257,0,Not Loyal by Either Definition,46-60,Medium,Gold,Discount Hunter,0,Discount Hunter,Growing,Promo Used,40.32
455,37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,Yes,14,Cash,Bi-Weekly,0,26,15,0.9333333333333332,1455,97,1,0,100,0,0,Good,1,60.0,0.2719230769230769,0.7223076923076923,56.18397435897435,0,0.5473076923076923,0.9571794871794872,0.2755128205128205,51.33205128205128,0,Not Loyal by Either Definition,36-45,High,Silver,Discount Hunter,0,Discount Hunter,Early Repeat,Promo Used,38.12
456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,Yes,50,Debit Card,Fortnightly,0,26,51,0.9803921568627452,5100,100,1,0,100,0,0,Good,1,60.0,0.9902564102564102,0.7223076923076923,89.45015082956257,1,1.0,0.9955128205128204,0.4369230769230769,73.62628205128206,0,Behaviorally Loyal Only,46-60,Premium,Elite,Discount Loyalist,0,Discount Loyalist,Established,Promo Used,58.66
