Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Review Rating Missing Flag,purchase_frequency_annual,purchase_count,repeat_purchase_ratio,estimated_total_spend,avg_order_value_proxy,promo_used_flag,organic_customer_flag,discount_dependency_score,low_promo_dependency_flag,satisfaction_flag,rating_segment,subscription_flag,engagement_score,purchase_count_percentile,frequency_percentile,behavioral_loyalty_score,behavioral_loyalty_flag,spend_percentile,aov_percentile,rating_percentile,value_quality_loyalty_score,value_quality_loyalty_flag,loyalty_classification,age_group,spending_tier,loyalty_tier,customer_archetype,ideal_candidate_flag
552,29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,Yes,2-Day Shipping,Yes,Yes,27,Cash,Bi-Weekly,0,26,28,0.9642857142857143,2184,78,1,0,100,0,0,Good,1,60.0,0.5337179487179488,0.7223076923076923,68.58379120879121,0,0.7311538461538462,0.7192307692307692,0.23602564102564103,51.9474358974359,0,Not Loyal by Either Definition,26-35,High,Gold,Discount Hunter,0
553,24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,Yes,Express,Yes,Yes,18,Bank Transfer,Weekly,0,52,19,0.9473684210526315,1786,94,1,0,100,0,0,Good,1,60.0,0.34833333333333333,0.931025641025641,67.20826585695006,0,0.6476923076923077,0.9155128205128205,0.3985897435897436,56.76730769230769,0,Not Loyal by Either Definition,18-25,High,Gold,Discount Hunter,0
554,63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Yes,Express,Yes,Yes,15,Credit Card,Quarterly,0,4,16,0.9375,944,59,1,0,100,0,0,Good,1,60.0,0.29307692307692307,0.29384615384615387,42.223076923076924,0,0.35423076923076924,0.49064102564102563,0.2755128205128205,31.94551282051282,0,Not Loyal by Either Definition,60+,Medium,Bronze,Discount Hunter,0
555,56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3.0,Yes,Express,Yes,Yes,34,Bank Transfer,Weekly,0,52,35,0.9714285714285714,1645,47,1,0,100,0,0,Average,1,60.0,0.6797435897435897,0.931025641025641,82.6029304029304,0,0.6048717948717949,0.3496153846153846,0.19525641025641025,36.84038461538462,0,Not Loyal by Either Definition,46-60,High,Elite,Discount Hunter,0
556,63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Express,Yes,Yes,37,Venmo,Annually,0,1,38,0.9736842105263158,2166,57,1,0,100,0,1,Excellent,1,100.0,0.7342307692307692,0.07346153846153847,55.08522267206478,0,0.7285897435897436,0.46705128205128205,0.9226923076923077,59.273717948717945,0,Not Loyal by Either Definition,60+,High,Silver,Discount Hunter,0
557,40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5.0,Yes,Store Pickup,Yes,Yes,21,Cash,Fortnightly,0,26,22,0.9545454545454546,1980,90,1,0,100,0,1,Excellent,1,100.0,0.4126923076923077,0.7223076923076923,62.942832167832165,0,0.6917948717948718,0.8652564102564102,0.9914102564102564,69.13141025641025,0,Not Loyal by Either Definition,36-45,High,Gold,Discount Hunter,0
558,18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,Free Shipping,Yes,Yes,31,Debit Card,Weekly,0,52,32,0.96875,1920,60,1,0,100,0,0,Average,1,60.0,0.6153846153846154,0.931025641025641,79.65320512820512,0,0.6779487179487179,0.5030769230769231,0.15320512820512822,42.75897435897436,0,Not Loyal by Either Definition,Teen,High,Elite,Discount Hunter,0
559,50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Express,Yes,Yes,43,Debit Card,Every 3 Months,0,4,44,0.9772727272727273,3388,77,1,0,100,0,0,Good,1,60.0,0.8514102564102564,0.29384615384615387,68.14353146853148,0,0.9108974358974359,0.7075641025641025,0.2755128205128205,59.63525641025641,0,Not Loyal by Either Definition,46-60,Premium,Gold,Discount Hunter,0
560,66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,Store Pickup,Yes,Yes,22,Bank Transfer,Monthly,0,12,23,0.9565217391304348,943,41,1,0,100,0,0,Average,1,60.0,0.43333333333333335,0.5117948717948718,56.543255295429205,0,0.35346153846153844,0.2787179487179487,0.15320512820512822,24.170512820512823,0,Not Loyal by Either Definition,60+,Medium,Silver,Discount Hunter,0
561,25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.8,Yes,Free Shipping,Yes,Yes,12,Debit Card,Annually,1,1,13,0.9230769230769231,624,48,1,0,100,0,0,Good,1,60.0,0.2323076923076923,0.07346153846153847,31.48653846153846,0,0.2353846153846154,0.3606410256410256,0.5167948717948718,28.767307692307696,0,Not Loyal by Either Definition,18-25,Low,Bronze,Discount Hunter,0
562,65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,Next Day Air,Yes,Yes,25,PayPal,Fortnightly,0,26,26,0.9615384615384616,1690,65,1,0,100,0,0,Average,1,60.0,0.4938461538461538,0.7223076923076923,66.73461538461538,0,0.6198717948717949,0.5629487179487179,0.037307692307692306,39.61474358974359,0,Not Loyal by Either Definition,60+,High,Gold,Discount Hunter,0
563,53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,Yes,Standard,Yes,Yes,40,Debit Card,Annually,0,1,41,0.975609756097561,2542,62,1,0,100,0,0,Good,1,60.0,0.7934615384615384,0.07346153846153847,57.78911819887429,0,0.7988461538461539,0.523974358974359,0.3985897435897436,53.025,0,Not Loyal by Either Definition,46-60,Premium,Silver,Discount Hunter,0
564,61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,Standard,Yes,Yes,16,Debit Card,Quarterly,0,4,17,0.9411764705882353,1683,99,1,0,100,0,1,Excellent,1,100.0,0.31141025641025644,0.29384615384615387,43.12160633484163,0,0.6191025641025641,0.9842307692307692,0.7667948717948718,64.70576923076923,0,Not Loyal by Either Definition,60+,High,Bronze,Discount Hunter,0
565,67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Yes,Next Day Air,Yes,Yes,30,Bank Transfer,Weekly,0,52,31,0.967741935483871,1798,58,1,0,100,0,0,Good,1,60.0,0.5924358974358974,0.931025641025641,78.60035153019025,0,0.6496153846153846,0.4785897435897436,0.3557692307692308,45.064743589743586,0,Not Loyal by Either Definition,60+,High,Elite,Discount Hunter,0
566,59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10,Venmo,Weekly,0,52,11,0.9090909090909091,473,43,1,0,100,0,1,Excellent,1,100.0,0.1914102564102564,0.931025641025641,59.381177156177145,0,0.16794871794871793,0.30217948717948717,0.6871794871794872,28.016025641025642,0,Not Loyal by Either Definition,46-60,Low,Gold,Discount Hunter,0
567,55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Yes,Store Pickup,Yes,Yes,1,Debit Card,Fortnightly,0,26,2,0.5,186,93,1,0,100,0,0,Good,1,60.0,0.010769230769230769,0.7223076923076923,35.76538461538461,0,0.047948717948717946,0.9016666666666666,0.4369230769230769,33.198076923076925,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0
568,21,Male,Blouse,Clothing,50,New Hampshire,S,Red,Winter,3.0,Yes,Next Day Air,Yes,Yes,24,Venmo,Fortnightly,0,26,25,0.96,1250,50,1,0,100,0,0,Average,1,60.0,0.47205128205128205,0.7223076923076923,65.72307692307693,0,0.4773076923076923,0.3821794871794872,0.19525641025641025,32.55192307692308,0,Not Loyal by Either Definition,18-25,Medium,Gold,Discount Hunter,0
569,44,Male,Pants,Clothing,88,Utah,L,Red,Summer,4.0,Yes,Free Shipping,Yes,Yes,36,PayPal,Monthly,0,12,37,0.972972972972973,3256,88,1,0,100,0,1,Good,1,100.0,0.7151282051282051,0.5117948717948718,69.5530492030492,0,0.8974358974358975,0.8392307692307692,0.6043589743589743,68.96538461538462,0,Not Loyal by Either Definition,36-45,Premium,Gold,Discount Hunter,0
570,65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,Express,Yes,Yes,46,Credit Card,Every 3 Months,0,4,47,0.9787234042553191,1551,33,1,0,100,0,1,Excellent,1,100.0,0.9093589743589744,0.29384615384615387,70.78023731587561,0,0.5741025641025641,0.17756410256410257,0.7667948717948718,42.739102564102566,0,Not Loyal by Either Definition,60+,High,Gold,Discount Hunter,0
571,65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Standard,Yes,Yes,20,Cash,Annually,0,1,21,0.9523809523809523,2079,99,1,0,100,0,1,Excellent,1,100.0,0.38974358974358975,0.07346153846153847,39.15723443223443,0,0.7103846153846154,0.9842307692307692,0.6465384615384615,65.95192307692308,0,Not Loyal by Either Definition,60+,High,Bronze,Discount Hunter,0
572,54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37,Venmo,Weekly,0,52,38,0.9736842105263158,2888,76,1,0,100,0,0,Good,1,60.0,0.7342307692307692,0.931025641025641,85.09996626180836,0,0.8525641025641025,0.6952564102564103,0.4369230769230769,60.2224358974359,0,Not Loyal by Either Definition,46-60,Premium,Elite,Discount Hunter,0
573,56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Annually,0,1,27,0.9629629629629629,2619,97,1,0,100,0,1,Excellent,1,100.0,0.5138461538461538,0.07346153846153847,44.95349002849003,0,0.8128205128205128,0.9571794871794872,0.8444871794871794,73.33205128205128,0,Not Loyal by Either Definition,46-60,Premium,Bronze,Discount Hunter,0
574,58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,Yes,2-Day Shipping,Yes,Yes,23,Credit Card,Bi-Weekly,0,26,24,0.9583333333333334,1632,68,1,0,100,0,0,Good,1,60.0,0.451025641025641,0.7223076923076923,64.74358974358975,0,0.5994871794871794,0.6015384615384616,0.2755128205128205,44.52820512820513,0,Not Loyal by Either Definition,46-60,High,Gold,Discount Hunter,0
575,54,Male,Sneakers,Footwear,79,Maine,L,Red,Fall,4.8,Yes,Free Shipping,Yes,Yes,20,Bank Transfer,Bi-Weekly,0,26,21,0.9523809523809523,1659,79,1,0,100,0,1,Excellent,1,100.0,0.38974358974358975,0.7223076923076923,61.866849816849815,0,0.6096153846153847,0.7312820512820513,0.9226923076923077,61.12051282051283,0,Not Loyal by Either Definition,46-60,High,Gold,Discount Hunter,0
576,58,Male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,Yes,Express,Yes,Yes,38,PayPal,Monthly,0,12,39,0.9743589743589743,3354,86,1,0,100,0,1,Excellent,1,100.0,0.7532051282051282,0.5117948717948718,71.29423076923077,1,0.9082051282051282,0.8184615384615385,0.9226923076923077,75.24358974358975,0,Behaviorally Loyal Only,46-60,Premium,Gold,Discount Loyalist,1
577,48,Male,Hat,Accessories,68,Washington,M,Black,Winter,5.0,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Every 3 Months,0,4,6,0.8333333333333334,408,68,1,0,100,0,1,Excellent,1,100.0,0.09769230769230769,0.29384615384615387,31.3474358974359,0,0.14115384615384616,0.6015384615384616,0.9914102564102564,40.51282051282051,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0
578,19,Male,Skirt,Clothing,52,Alabama,M,Black,Fall,3.7,Yes,Store Pickup,Yes,Yes,41,Venmo,Annually,0,1,42,0.9761904761904762,2184,52,1,0,100,0,0,Good,1,60.0,0.8129487179487179,0.07346153846153847,58.67765567765567,0,0.7311538461538462,0.4096153846153846,0.4748717948717949,48.983974358974365,0,Not Loyal by Either Definition,18-25,High,Silver,Discount Hunter,0
579,69,Male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,0,26,23,0.9565217391304348,2070,90,1,0,100,0,1,Excellent,1,100.0,0.43333333333333335,0.7223076923076923,63.91120401337793,0,0.7076923076923077,0.8652564102564102,0.8444871794871794,66.82884615384616,0,Not Loyal by Either Definition,60+,High,Gold,Discount Hunter,0
580,58,Male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,Yes,Free Shipping,Yes,Yes,48,Credit Card,Annually,0,1,49,0.9795918367346939,2009,41,1,0,100,0,0,Good,1,60.0,0.953974358974359,0.07346153846153847,65.09183673469387,0,0.6970512820512821,0.2787179487179487,0.4748717948717949,44.3474358974359,0,Not Loyal by Either Definition,46-60,High,Gold,Discount Hunter,0
581,49,Male,Sweater,Clothing,80,Iowa,M,Orange,Spring,4.1,Yes,Free Shipping,Yes,Yes,10,PayPal,Weekly,0,52,11,0.9090909090909091,880,80,1,0,100,0,1,Excellent,1,100.0,0.1914102564102564,0.931025641025641,59.381177156177145,0,0.3301282051282051,0.7434615384615385,0.6465384615384615,44.7224358974359,0,Not Loyal by Either Definition,46-60,Medium,Gold,Discount Hunter,0
582,32,Male,Sweater,Clothing,100,Iowa,XL,Charcoal,Winter,2.7,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Every 3 Months,0,4,13,0.9230769230769231,1300,100,1,0,100,0,0,Average,1,60.0,0.2323076923076923,0.29384615384615387,39.2,0,0.48935897435897435,0.9955128205128205,0.07730769230769231,46.00833333333333,0,Not Loyal by Either Definition,26-35,Medium,Bronze,Discount Hunter,0
583,40,Male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,4.9,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly,0,4,3,0.6666666666666666,231,77,1,0,100,0,1,Excellent,1,100.0,0.03064102564102564,0.29384615384615387,24.996794871794872,0,0.06525641025641025,0.7075641025641025,0.9619230769230769,39.53782051282051,0,Not Loyal by Either Definition,36-45,Low,Bronze,Discount Hunter,0
584,25,Male,Shorts,Clothing,78,California,L,Yellow,Spring,4.0,Yes,Store Pickup,Yes,Yes,38,PayPal,Monthly,0,12,39,0.9743589743589743,3042,78,1,0,100,0,1,Good,1,100.0,0.7532051282051282,0.5117948717948718,71.29423076923077,1,0.8723076923076923,0.7192307692307692,0.6043589743589743,64.9602564102564,0,Behaviorally Loyal Only,18-25,Premium,Gold,Discount Loyalist,1
585,70,Male,Socks,Clothing,94,Indiana,M,White,Spring,4.7,Yes,Free Shipping,Yes,Yes,20,Debit Card,Monthly,0,12,21,0.9523809523809523,1974,94,1,0,100,0,1,Excellent,1,100.0,0.38974358974358975,0.5117948717948718,54.4989010989011,0,0.6893589743589743,0.9155128205128205,0.8852564102564102,68.16730769230769,0,Not Loyal by Either Definition,60+,High,Silver,Discount Hunter,0
586,69,Male,Socks,Clothing,23,South Carolina,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,5,Cash,Every 3 Months,0,4,6,0.8333333333333334,138,23,1,0,100,0,0,Average,1,60.0,0.09769230769230769,0.29384615384615387,31.3474358974359,0,0.026923076923076925,0.04384615384615385,0.11448717948717949,4.462820512820513,0,Not Loyal by Either Definition,60+,Low,Bronze,Discount Hunter,0
587,45,Male,Hoodie,Clothing,20,Wisconsin,S,Blue,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,9,Venmo,Annually,0,1,10,0.9,200,20,1,0,100,0,1,Excellent,1,100.0,0.17333333333333334,0.07346153846153847,28.371153846153852,0,0.055,0.006794871794871795,0.9619230769230769,21.60833333333333,0,Not Loyal by Either Definition,36-45,Low,Bronze,Discount Hunter,0
588,29,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,Yes,Express,Yes,Yes,48,Debit Card,Every 3 Months,0,4,49,0.9795918367346939,4214,86,1,0,100,0,1,Excellent,1,100.0,0.953974358974359,0.29384615384615387,72.80529827315542,0,0.9728205128205129,0.8184615384615385,0.6871794871794872,73.11794871794872,0,Not Loyal by Either Definition,26-35,Premium,Elite,Discount Hunter,0
589,47,Male,Boots,Footwear,60,South Dakota,M,Violet,Fall,3.0,Yes,Standard,Yes,Yes,9,Debit Card,Quarterly,0,4,10,0.9,600,60,1,0,100,0,0,Average,1,60.0,0.17333333333333334,0.29384615384615387,36.08461538461539,0,0.2271794871794872,0.5030769230769231,0.19525641025641025,25.56923076923077,0,Not Loyal by Either Definition,46-60,Low,Bronze,Discount Hunter,0
590,28,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,Yes,2-Day Shipping,Yes,Yes,40,PayPal,Annually,0,1,41,0.975609756097561,2870,70,1,0,100,0,0,Good,1,60.0,0.7934615384615384,0.07346153846153847,57.78911819887429,0,0.8503846153846154,0.6234615384615385,0.3557692307692308,56.71730769230769,0,Not Loyal by Either Definition,26-35,Premium,Silver,Discount Hunter,0
591,64,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,Yes,Standard,Yes,Yes,30,Venmo,Fortnightly,0,26,31,0.967741935483871,1209,39,1,0,100,0,1,Excellent,1,100.0,0.5924358974358974,0.7223076923076923,71.29522332506204,0,0.4593589743589744,0.25461538461538463,0.8444871794871794,41.62948717948718,0,Not Loyal by Either Definition,60+,Medium,Elite,Discount Hunter,0
592,47,Male,Backpack,Accessories,37,Kentucky,L,Olive,Fall,4.2,Yes,Store Pickup,Yes,Yes,6,Debit Card,Bi-Weekly,0,26,7,0.8571428571428571,259,37,1,0,100,0,1,Excellent,1,100.0,0.12,0.7223076923076923,47.82362637362637,0,0.07448717948717949,0.2296153846153846,0.6871794871794872,22.463461538461537,0,Not Loyal by Either Definition,46-60,Low,Silver,Discount Hunter,0
593,60,Male,Boots,Footwear,29,North Dakota,M,Brown,Fall,3.2,Yes,Free Shipping,Yes,Yes,42,Venmo,Every 3 Months,0,4,43,0.9767441860465116,1247,29,1,0,100,0,0,Good,1,60.0,0.8325641025641025,0.29384615384615387,67.28488372093024,0,0.4734615384615385,0.12192307692307693,0.2755128205128205,27.496794871794872,0,Not Loyal by Either Definition,46-60,Medium,Gold,Discount Hunter,0
594,67,Male,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,Yes,Store Pickup,Yes,Yes,9,PayPal,Every 3 Months,0,4,10,0.9,350,35,1,0,100,0,1,Excellent,1,100.0,0.17333333333333334,0.29384615384615387,36.08461538461539,0,0.1158974358974359,0.20115384615384616,0.7667948717948718,25.00064102564103,0,Not Loyal by Either Definition,60+,Low,Bronze,Discount Hunter,0
595,35,Male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,Yes,Next Day Air,Yes,Yes,6,Debit Card,Monthly,0,12,7,0.8571428571428571,581,83,1,0,100,0,0,Average,1,60.0,0.12,0.5117948717948718,40.45567765567766,0,0.21974358974358973,0.7826923076923077,0.00858974358974359,28.528846153846153,0,Not Loyal by Either Definition,26-35,Low,Bronze,Discount Hunter,0
596,30,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,Yes,Next Day Air,Yes,Yes,47,PayPal,Quarterly,0,4,48,0.9791666666666666,3696,77,1,0,100,0,0,Good,1,60.0,0.9308974358974359,0.29384615384615387,71.75833333333334,0,0.9374358974358974,0.7075641025641025,0.4369230769230769,63.925,0,Not Loyal by Either Definition,26-35,Premium,Elite,Discount Hunter,0
597,23,Male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,Yes,Store Pickup,Yes,Yes,36,Venmo,Annually,0,1,37,0.972972972972973,1369,37,1,0,100,0,1,Excellent,1,100.0,0.7151282051282051,0.07346153846153847,54.21138253638254,0,0.5151282051282051,0.2296153846153846,0.8048717948717948,42.44294871794872,0,Not Loyal by Either Definition,18-25,High,Silver,Discount Hunter,0
598,70,Male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,Yes,Standard,Yes,Yes,19,Bank Transfer,Fortnightly,0,26,20,0.95,1380,69,1,0,100,0,0,Good,1,60.0,0.3691025641025641,0.7223076923076923,60.890384615384605,0,0.5184615384615384,0.6134615384615385,0.3557692307692308,43.190384615384616,0,Not Loyal by Either Definition,60+,High,Gold,Discount Hunter,0
599,21,Male,Dress,Clothing,66,California,L,Green,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,30,Cash,Every 3 Months,0,4,31,0.967741935483871,2046,66,1,0,100,0,0,Good,1,60.0,0.5924358974358974,0.29384615384615387,56.299069478908194,0,0.7034615384615385,0.5746153846153846,0.2755128205128205,48.014102564102565,0,Not Loyal by Either Definition,18-25,High,Silver,Discount Hunter,0
600,51,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,Yes,Standard,Yes,Yes,27,Debit Card,Every 3 Months,0,4,28,0.9642857142857143,728,26,1,0,100,0,1,Excellent,1,100.0,0.5337179487179488,0.29384615384615387,53.587637362637366,0,0.2734615384615385,0.08487179487179487,0.6871794871794872,26.803846153846155,0,Not Loyal by Either Definition,46-60,Medium,Silver,Discount Hunter,0
601,22,Male,Hat,Accessories,63,South Carolina,M,Charcoal,Spring,5.0,Yes,2-Day Shipping,Yes,Yes,25,Venmo,Monthly,0,12,26,0.9615384615384616,1638,63,1,0,100,0,1,Excellent,1,100.0,0.4938461538461538,0.5117948717948718,59.36666666666667,0,0.6024358974358974,0.537051282051282,0.9914102564102564,57.35192307692307,0,Not Loyal by Either Definition,18-25,High,Gold,Discount Hunter,0
602,32,Male,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,4.7,Yes,Store Pickup,Yes,Yes,5,Cash,Fortnightly,0,26,6,0.8333333333333334,228,38,1,0,100,0,1,Excellent,1,100.0,0.09769230769230769,0.7223076923076923,46.34358974358974,0,0.06423076923076923,0.24269230769230768,0.8852564102564102,26.34166666666667,0,Not Loyal by Either Definition,26-35,Low,Bronze,Discount Hunter,0
603,37,Male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,Yes,Next Day Air,Yes,Yes,10,Cash,Every 3 Months,0,4,11,0.9090909090909091,638,58,1,0,100,0,1,Excellent,1,100.0,0.1914102564102564,0.29384615384615387,37.07989510489511,0,0.24025641025641026,0.4785897435897436,0.6871794871794872,35.31858974358975,0,Not Loyal by Either Definition,36-45,Low,Bronze,Discount Hunter,0
604,31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Every 3 Months,0,4,27,0.9629629629629629,1242,46,1,0,100,0,0,Good,1,60.0,0.5138461538461538,0.29384615384615387,52.66695156695157,0,0.47192307692307695,0.3392307692307692,0.3557692307692308,34.47307692307693,0,Not Loyal by Either Definition,26-35,Medium,Silver,Discount Hunter,0
605,44,Male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,4.4,Yes,Store Pickup,Yes,Yes,11,Credit Card,Every 3 Months,0,4,12,0.9166666666666666,1104,92,1,0,100,0,1,Excellent,1,100.0,0.21166666666666667,0.29384615384615387,38.14294871794872,0,0.4232051282051282,0.8908974358974359,0.7667948717948718,54.53653846153846,0,Not Loyal by Either Definition,36-45,Medium,Bronze,Discount Hunter,0
606,40,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,Yes,17,Bank Transfer,Weekly,0,52,18,0.9444444444444444,576,32,1,0,100,0,1,Excellent,1,100.0,0.32897435897435895,0.931025641025641,66.27863247863247,0,0.2173076923076923,0.1626923076923077,0.6871794871794872,26.50320512820513,0,Not Loyal by Either Definition,36-45,Low,Gold,Discount Hunter,0
607,27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Standard,Yes,Yes,44,PayPal,Monthly,0,12,45,0.9777777777777777,4050,90,1,0,100,0,1,Excellent,1,100.0,0.8688461538461538,0.5117948717948718,76.56645299145299,1,0.9637179487179487,0.8652564102564102,0.8048717948717948,76.2775641025641,0,Behaviorally Loyal Only,26-35,Premium,Elite,Discount Loyalist,1
608,47,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,Yes,44,Cash,Monthly,0,12,45,0.9777777777777777,1035,23,1,0,100,0,0,Average,1,60.0,0.8688461538461538,0.5117948717948718,76.56645299145299,1,0.39371794871794874,0.04384615384615385,0.11448717948717949,19.134615384615387,0,Behaviorally Loyal Only,46-60,Medium,Elite,Discount Loyalist,0
609,41,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,0,4,22,0.9545454545454546,550,25,1,0,100,0,0,Good,1,60.0,0.4126923076923077,0.29384615384615387,47.94667832167832,0,0.20333333333333334,0.07115384615384615,0.3137179487179487,16.186538461538465,0,Not Loyal by Either Definition,36-45,Low,Silver,Discount Hunter,0
610,51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,Yes,49,Credit Card,Fortnightly,0,26,50,0.98,2700,54,1,0,100,0,1,Excellent,1,100.0,0.972948717948718,0.7223076923076923,88.66346153846155,1,0.8237179487179487,0.432948717948718,0.8444871794871794,60.66217948717949,0,Behaviorally Loyal Only,46-60,Premium,Elite,Discount Loyalist,1
611,53,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,Yes,27,Bank Transfer,Every 3 Months,0,4,28,0.9642857142857143,2016,72,1,0,100,0,0,Average,1,60.0,0.5337179487179488,0.29384615384615387,53.587637362637366,0,0.698076923076923,0.6485897435897436,0.00858974358974359,44.309615384615384,0,Not Loyal by Either Definition,46-60,High,Silver,Discount Hunter,0
612,43,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Monthly,0,12,20,0.95,660,33,1,0,100,0,1,Excellent,1,100.0,0.3691025641025641,0.5117948717948718,53.522435897435905,0,0.24897435897435896,0.17756410256410257,0.8852564102564102,32.10320512820513,0,Not Loyal by Either Definition,36-45,Low,Silver,Discount Hunter,0
613,67,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,Yes,Yes,33,Credit Card,Quarterly,0,4,34,0.9705882352941176,1462,43,1,0,100,0,1,Excellent,1,100.0,0.6591025641025641,0.29384615384615387,59.35599547511312,0,0.5493589743589744,0.30217948717948717,0.8444871794871794,46.41858974358974,0,Not Loyal by Either Definition,60+,High,Silver,Discount Hunter,0
614,61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,Yes,Yes,46,Cash,Bi-Weekly,0,26,47,0.9787234042553191,2397,51,1,0,100,0,0,Average,1,60.0,0.9093589743589744,0.7223076923076923,85.77639116202947,1,0.7716666666666666,0.39615384615384613,0.037307692307692306,41.516666666666666,0,Behaviorally Loyal Only,60+,Premium,Elite,Discount Loyalist,0
615,68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,21,Credit Card,Bi-Weekly,0,26,22,0.9545454545454546,1870,85,1,0,100,0,1,Good,1,100.0,0.4126923076923077,0.7223076923076923,62.942832167832165,0,0.6656410256410257,0.8070512820512821,0.6043589743589743,58.88910256410257,0,Not Loyal by Either Definition,60+,High,Gold,Discount Hunter,0
616,67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,Yes,23,Venmo,Annually,0,1,24,0.9583333333333334,2400,100,1,0,100,0,0,Average,1,60.0,0.451025641025641,0.07346153846153847,42.033974358974355,0,0.7728205128205128,0.9955128205128205,0.037307692307692306,56.54679487179487,0,Not Loyal by Either Definition,60+,Premium,Bronze,Discount Hunter,0
